0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,3.746993168087552669e-04
4.166666666666666435e-02,3.485731065087014496e-03
6.250000000000000000e-02,7.639148298055733859e-03
8.333333333333332871e-02,1.011445314253618145e-02
1.041666666666666574e-01,1.239559628722440576e-02
1.250000000000000000e-01,1.698057201212863077e-02
1.458333333333333148e-01,2.261747517853562525e-02
1.666666666666666574e-01,2.663067560859586416e-02
1.875000000000000000e-01,2.824869267006577950e-02
2.083333333333333148e-01,2.905233757294344715e-02
2.291666666666666574e-01,3.139145943735297678e-02
2.500000000000000000e-01,3.426293569897716912e-02
2.708333333333333148e-01,3.502944846639638454e-02
2.916666666666666297e-01,3.090409815998965484e-02
3.125000000000000000e-01,1.951052553742387008e-02
3.333333333333333148e-01,2.008949773298781671e-03
3.541666666666666297e-01,-1.898620886995928958e-02
3.750000000000000000e-01,-4.036621395553897929e-02
3.958333333333333148e-01,-6.011453305530720798e-02
4.166666666666666297e-01,-7.908218007575784636e-02
4.375000000000000000e-01,-1.001544757959826754e-01
4.583333333333333148e-01,-1.255208604993573451e-01
4.791666666666666297e-01,-1.544096685123218515e-01
5.000000000000000000e-01,-1.843493579681792782e-01
5.208333333333332593e-01,-2.131150476428879392e-01
5.416666666666666297e-01,-2.409858804975886781e-01
5.625000000000000000e-01,-2.677878407914466852e-01
5.833333333333332593e-01,-2.935223448868635177e-01
6.041666666666666297e-01,-3.172833304062608328e-01
6.250000000000000000e-01,-3.383427061128752023e-01
6.458333333333332593e-01,-3.578121930033830722e-01
6.666666666666666297e-01,-3.751453199222943846e-01
6.875000000000000000e-01,-3.913425668429919568e-01
7.083333333333332593e-01,-4.086807478711244612e-01
7.291666666666666297e-01,-4.258412817204050294e-01
7.500000000000000000e-01,-4.399824875035173721e-01
7.708333333333332593e-01,-4.518663499156173602e-01
7.916666666666666297e-01,-4.605798329580158557e-01
8.125000000000000000e-01,-4.654845085432672835e-01
8.333333333333332593e-01,-4.680482826042525191e-01
8.541666666666666297e-01,-4.699345657062254378e-01
8.750000000000000000e-01,-4.700269826196566969e-01
8.958333333333332593e-01,-4.685437482008737442e-01
9.166666666666666297e-01,-4.662206312380679507e-01
9.375000000000000000e-01,-4.646485039219974689e-01
9.583333333333332593e-01,-4.625266693262028994e-01
9.791666666666666297e-01,-4.572759063795008294e-01
1.000000000000000000e+00,-4.499129884188192707e-01
1.020833333333333259e+00,-4.426754036554383931e-01
1.041666666666666519e+00,-4.347560441009264420e-01
1.062500000000000000e+00,-4.271040922409441443e-01
1.083333333333333259e+00,-4.217570734204049154e-01
1.104166666666666519e+00,-4.178765685621950721e-01
1.125000000000000000e+00,-4.164808538206657418e-01
1.145833333333333259e+00,-4.187993981275212607e-01
1.166666666666666519e+00,-4.229874248859482044e-01
1.187500000000000000e+00,-4.263148168747562528e-01
1.208333333333333259e+00,-4.281895210676973096e-01
1.229166666666666519e+00,-4.301878142757440404e-01
1.250000000000000000e+00,-4.326220740727778069e-01
1.270833333333333259e+00,-4.335713577338737856e-01
1.291666666666666519e+00,-4.318433145021573494e-01
1.312500000000000000e+00,-4.290317135801228199e-01
1.333333333333333259e+00,-4.254429154475690700e-01
1.354166666666666519e+00,-4.203641215817486843e-01
1.375000000000000000e+00,-4.154448181950652907e-01
1.395833333333333259e+00,-4.129924445810533307e-01
1.416666666666666519e+00,-4.149946163430713320e-01
1.437500000000000000e+00,-4.201145792228739295e-01
1.458333333333333259e+00,-4.256710790647790787e-01
1.479166666666666519e+00,-4.288920117915665520e-01
1.500000000000000000e+00,-4.286911247246877887e-01
1.520833333333333259e+00,-4.267868681313247148e-01
1.541666666666666519e+00,-4.259747950214617385e-01
1.562500000000000000e+00,-4.286101784429136585e-01
1.583333333333333259e+00,-4.333907617690662128e-01
1.604166666666666519e+00,-4.378637014844712350e-01
1.625000000000000000e+00,-4.416469091227153698e-01
1.645833333333333259e+00,-4.436859729399023067e-01
1.666666666666666519e+00,-4.450417402021714652e-01
1.687500000000000000e+00,-4.447774975722632584e-01
1.708333333333333259e+00,-4.414062201816045250e-01
1.729166666666666519e+00,-4.363511353360506329e-01
1.750000000000000000e+00,-4.319966149544661183e-01
1.770833333333333259e+00,-4.294023971225326974e-01
1.791666666666666519e+00,-4.272983407809665679e-01
1.812500000000000000e+00,-4.265860988169385415e-01
1.833333333333333259e+00,-4.259709505979337174e-01
1.854166666666666519e+00,-4.230903698792673473e-01
1.875000000000000000e+00,-4.191481683231849109e-01
1.895833333333333259e+00,-4.162989164309368051e-01
1.916666666666666519e+00,-4.137473597226620781e-01
1.937500000000000000e+00,-4.122547758833567944e-01
1.958333333333333259e+00,-4.110527101298779296e-01
1.979166666666666519e+00,-4.112112316948132174e-01
2.000000000000000000e+00,-4.142333758883647854e-01
2.020833333333333037e+00,-4.185508797844721962e-01
2.041666666666666519e+00,-4.214579790478509835e-01
2.062500000000000000e+00,-4.208538540611147516e-01
2.083333333333333037e+00,-4.182069192445488359e-01
2.104166666666666519e+00,-4.159186058494864779e-01
2.125000000000000000e+00,-4.127752954645917960e-01
2.145833333333333037e+00,-4.065692609875092844e-01
2.166666666666666519e+00,-3.986982656496832478e-01
2.187500000000000000e+00,-3.917248520543083479e-01
